date,mag,depth,prov,prov_enco,kmeans,kmedoids
Dec,4.2,10,SULUT,3,1,1
Dec,5.8,258,RIAU,44,0,0
Dec,5.8,257,RIAU,44,0,0
Dec,3.9,23,NTT,4,2,3
Dec,3.5,27,PAPUA,2,0,3
Dec,2.7,10,SULSEL,6,2,4
Dec,3.3,24,NTB,14,0,3
Dec,3.4,169,BANTEN,17,0,0
Dec,4.4,10,PAPUA,2,1,2
Dec,2.8,10,SULSEL,6,2,4
Dec,5.3,114,MALUT,5,0,0
Dec,5.3,114,MALUT,5,0,0
Dec,5.0,35,MALUKUBRTDAYA,15,0,3
Dec,3.1,95,GORONTALO,7,0,0
Dec,3.3,12,PAPUA,2,2,4
Dec,2.8,11,ACEH,8,2,4
Dec,2.7,29,PAPUABRT,20,0,3
Dec,5.5,72,PAPUAPGNGN,34,0,0
Dec,4.5,85,NTB,14,0,0
Dec,4.8,10,SULUT,3,1,2
Dec,3.5,25,MALUT,5,0,3
Dec,4.7,125,SULUT,3,0,0
Dec,4.7,125,SULUT,3,0,0
Dec,4.4,212,GORONTALO,7,0,0
Dec,3.4,10,SULUT,3,2,1
Dec,5.4,96,PAPUA,2,0,0
Dec,5.3,105,PAPUA,2,0,0
Dec,3.3,12,BANTEN,17,2,4
Dec,3.6,13,SUMUT,9,2,4
Dec,4.9,10,SULUT,3,1,2
Dec,4.6,561,SULTENG,12,0,0
Dec,3.4,10,SULUT,3,2,1
Dec,4.7,29,MALUT,5,0,3
Dec,4.0,20,NTB,14,2,3
Dec,2.6,14,NTB,14,2,3
Dec,2.7,11,NTB,14,2,4
Dec,3.0,38,NTT,4,0,0
Dec,3.4,18,MALUKUTENGAH,16,2,3
Dec,5.0,10,SULUT,3,1,2
Dec,3.6,76,NTT,4,0,0
Dec,3.5,138,NTT,4,0,0
Dec,3.2,43,PAPUA,2,0,0
Dec,3.0,111,NTB,14,0,0
Dec,4.8,10,SULUT,3,1,2
Dec,2.2,10,SULSEL,6,2,4
Dec,3.1,10,MALUKU,1,2,4
Dec,4.7,33,SULUT,3,0,3
Dec,3.1,26,NTT,4,0,3
Dec,4.0,199,SULUT,3,0,0
Dec,4.7,39,SULUT,3,0,3
Dec,3.7,17,MALUT,5,2,4
Dec,4.6,85,SULUT,3,0,0
Dec,4.5,10,SULUT,3,1,2
Dec,3.9,10,SULUT,3,1,1
Dec,2.8,12,MALUT,5,2,4
Dec,3.3,21,BANTEN,17,0,3
Dec,3.8,21,LAMPUNG,10,2,3
Dec,3.9,204,SULUT,3,0,0
Dec,3.1,23,NTB,14,0,3
Dec,4.7,10,SULUT,3,1,2
Dec,4.7,10,SULUT,3,1,2
Dec,2.9,218,SULUT,3,0,0
Dec,3.2,12,GORONTALO,7,2,4
Dec,3.2,15,PAPUA,2,2,4
Dec,5.1,10,SULUT,3,1,2
Dec,3.4,36,PAPUA,2,0,3
Dec,4.5,12,SUMBAR,21,1,1
Dec,4.7,132,SULUT,3,0,0
Dec,3.5,10,SULUT,3,1,1
Dec,2.2,10,SULTENG,12,2,4
Dec,3.2,52,MALUT,5,0,0
Dec,5.3,87,SULUT,3,0,0
Dec,3.4,10,BALI,24,2,1
Dec,3.1,13,BANTEN,17,2,4
Dec,3.2,45,SULUT,3,0,0
Dec,3.1,10,PAPUA,2,2,4
Dec,5.0,50,SULUT,3,0,3
Dec,3.1,10,BALI,24,2,4
Dec,3.3,310,NTT,4,0,0
Dec,5.9,39,SULUT,3,0,3
Dec,5.6,12,SULUT,3,1,2
Dec,2.6,28,JABAR,13,0,3
Dec,4.6,104,SULUT,3,0,0
Dec,5.6,101,SULUT,3,0,0
Dec,4.8,65,SULUT,3,0,0
Dec,3.3,10,MALUT,5,2,1
Dec,4.9,10,MALUT,5,1,2
Dec,5.0,10,MALUT,5,1,2
Dec,3.7,10,NTT,4,1,1
Dec,2.4,10,JABAR,13,2,4
Dec,3.7,13,MALUT,5,2,4
Dec,4.7,10,SULUT,3,1,2
Dec,3.5,105,NTB,14,0,0
Dec,2.9,10,KALTIM,45,2,4
Dec,2.3,10,SULTRA,25,2,4
Dec,4.8,70,SULUT,3,0,0
Dec,4.8,10,SULUT,3,1,2
Dec,3.3,5,JABAR,13,1,2
Dec,4.8,77,SULUT,3,0,0
Dec,4.8,77,SULUT,3,0,0
Dec,4.8,77,SULUT,3,0,0
Dec,2.9,62,SULTENG,12,0,0
Dec,4.4,10,BENGKULU,28,1,2
Dec,3.0,22,MALUT,5,0,3
Dec,5.6,92,SULUT,3,0,0
Dec,3.2,10,SULUT,3,2,4
Dec,3.1,10,BENGKULU,28,2,4
Dec,3.0,5,JABAR,13,1,2
Dec,3.7,124,SUMSEL,43,0,0
Dec,2.9,10,JABAR,13,2,4
Dec,4.2,10,SULUT,3,1,1
Dec,3.3,23,JABAR,13,0,3
Dec,5.2,10,SULUT,3,1,2
Dec,6.0,15,SULUT,3,1,1
Dec,4.9,42,SULUT,3,0,3
Dec,2.8,10,JABAR,13,2,4
Dec,3.2,25,SUMBAR,21,0,3
Dec,3.8,87,PAPUA,2,0,0
Dec,4.6,10,SULUT,3,1,2
Dec,5.3,99,SULUT,3,0,0
Dec,2.7,145,SUMBAR,21,0,0
Dec,5.3,132,SULUT,3,0,0
Dec,4.9,113,SULUT,3,0,0
Dec,4.9,119,SULUT,3,0,0
Dec,5.1,71,ACEH,8,0,0
Dec,5.7,10,SULUT,3,1,2
Dec,4.4,68,SULUT,3,0,0
Dec,4.2,19,MALUT,5,2,4
Dec,5.7,10,SULUT,3,1,2
Dec,5.5,10,SULUT,3,1,2
Dec,5.6,18,MALUT,5,2,4
Dec,5.7,21,MALUT,5,2,4
Dec,5.7,107,SULUT,3,0,0
Dec,3.8,10,JABAR,13,1,1
Dec,5.5,66,SULUT,3,0,0
Dec,6.0,96,KALTARA,46,0,0
Dec,3.5,10,MALUKU,1,1,1
Dec,4.6,57,SULUT,3,0,0
Dec,4.7,65,SULUT,3,0,0
Dec,4.8,47,SULUT,3,0,3
Dec,3.4,164,NTT,4,0,0
Dec,5.3,124,SULUT,3,0,0
Dec,5.4,53,SULUT,3,0,3
Dec,5.3,53,SULUT,3,0,3
Dec,3.6,134,MALUT,5,0,0
Dec,3.6,15,SULUT,3,2,4
Dec,2.5,149,GORONTALO,7,0,0
Dec,3.9,10,SUMUT,9,1,1
Dec,4.1,108,GORONTALO,7,0,0
Dec,2.8,10,SULTRA,25,2,4
Dec,4.5,10,MALUKUTENGGARA,22,1,2
Dec,3.7,15,SULUT,3,2,4
Dec,4.9,11,SULUT,3,1,2
Dec,4.4,95,SULUT,3,0,0
Dec,2.4,49,SULTENG,12,0,0
Dec,4.8,58,SULUT,3,0,0
Dec,2.9,10,MALUKUTENGAH,16,2,4
Dec,3.2,13,SULUT,3,2,4
Dec,5.0,10,SULUT,3,1,2
Dec,4.9,10,SULUT,3,1,2
Dec,3.9,38,SULUT,3,0,3
Dec,5.9,10,SULUT,3,1,2
Dec,6.8,10,SULUT,3,1,2
Dec,3.4,23,NTT,4,0,3
Dec,3.8,10,SULUT,3,1,1
Dec,2.7,10,SULSEL,6,2,4
Dec,3.3,127,NTT,4,0,0
Dec,5.0,10,SULUT,3,1,2
Dec,5.2,10,MALUKUTENGAH,16,1,2
Dec,5.2,10,MALUKUTENGAH,16,1,2
Dec,5.5,10,SULUT,3,1,2
Dec,4.7,63,NTB,14,0,0
Dec,4.7,174,NTT,4,0,0
Dec,4.2,41,SULUT,3,0,3
Dec,4.7,10,SULUT,3,1,2
Dec,4.7,10,SULUT,3,1,2
Dec,3.7,18,NTT,4,2,3
Dec,5.4,43,SULUT,3,0,3
Dec,6.3,10,SULUT,3,1,2
Dec,5.3,10,SULUT,3,1,2
Dec,5.2,10,SULUT,3,1,2
Dec,5.5,10,SULUT,3,1,2
Dec,5.1,10,SULUT,3,1,2
Dec,2.8,10,JABAR,13,2,4
Dec,4.8,13,MALUKUTENGAH,16,1,1
Dec,6.4,69,SULUT,3,0,3
Dec,6.5,10,SULUT,3,1,2
Dec,6.0,93,SULUT,3,0,0
Dec,6.1,115,SULUT,3,0,0
Dec,6.5,95,SULUT,3,0,0
Dec,5.6,162,SULUT,3,0,0
Dec,2.9,10,MALUKUTENGAH,16,2,4
Dec,2.5,142,GORONTALO,7,0,0
Dec,5.5,10,SULUT,3,1,2
Dec,5.9,94,SULUT,3,0,0
Dec,4.9,35,SULUT,3,0,3
Dec,5.7,49,SULUT,3,0,3
Dec,5.7,49,SULUT,3,0,3
Dec,6.1,122,SULUT,3,0,0
Dec,6.2,106,SULUT,3,0,0
Dec,5.7,10,SULUT,3,1,2
Dec,3.1,13,BALI,24,2,4
Dec,5.2,82,SULUT,3,0,0
Dec,5.4,10,SULUT,3,1,2
Dec,5.6,49,SULUT,3,0,3
Dec,5.7,10,SULUT,3,1,2
Dec,5.7,101,SULUT,3,0,0
Dec,5.7,101,SULUT,3,0,0
Dec,3.6,10,MALUKUTENGAH,16,1,1
Dec,6.2,47,SULUT,3,0,3
Dec,5.3,10,MALUKUTENGAH,16,1,2
Dec,5.0,10,MALUKUTENGAH,16,1,2
Dec,7.5,113,SULUT,3,0,0
Dec,3.5,28,NTT,4,0,3
Dec,3.8,119,SULUT,3,0,0
Dec,5.0,108,BENGKULUUTARA,35,0,0
Dec,4.9,88,BENGKULUUTARA,35,0,0
Dec,2.5,10,ACEH,8,2,4
Dec,6.0,157,TANIMBAR,31,0,0
Dec,6.1,162,MALUKUTENGGARABRT,18,0,0
Dec,3.3,10,PAPUA,2,2,1
Dec,3.4,105,SULUT,3,0,0
Dec,3.2,10,MALUT,5,2,4
Dec,2.7,10,SULTENG,12,2,4
Dec,2.8,71,JATENG,30,0,0
Dec,2.9,70,NTT,4,0,0
Dec,3.4,12,PAPUA,2,2,4
Dec,2.6,10,SULBAR,11,2,4
Dec,3.5,148,JABAR,13,0,0
Dec,4.3,128,BANTEN,17,0,0
Dec,5.3,10,JATIM,26,1,2
Dec,5.2,10,JATIM,26,1,2
Dec,3.3,63,NTT,4,0,0
Dec,2.8,10,ACEH,8,2,4
Dec,4.4,170,MALUKUBRTDAYA,15,0,0
Dec,2.9,12,SULTRA,25,2,4
Dec,2.7,73,GORONTALO,7,0,0
Dec,3.9,23,SUMUT,9,2,3
Dec,3.1,10,PAPUA,2,2,4
Dec,2.7,10,MALUKUTENGAH,16,2,4
Dec,3.4,10,SULSEL,6,2,1
Dec,2.7,10,LAMPUNG,10,2,4
Dec,3.1,121,NTB,14,0,0
Dec,4.9,10,MALUKUTENGAH,16,1,2
Dec,3.6,19,MALUKUTENGGARABRT,18,2,3
Dec,2.9,10,GORONTALO,7,2,4
Dec,2.8,10,SULTENG,12,2,4
Dec,4.6,10,MALUKUTENGAH,16,1,2
Dec,2.8,10,ACEH,8,2,4
Dec,3.2,10,ACEHJAYA,33,2,4
Dec,3.0,10,NTT,4,2,4
Dec,3.3,15,SULUT,3,2,4
Dec,2.7,28,PAPUA,2,0,3
Dec,3.8,10,ACEH,8,1,1
Dec,3.1,16,NTB,14,2,3
Dec,3.2,10,ACEHTENGAH,41,2,4
Dec,2.9,10,SULUT,3,2,4
Dec,4.4,386,MALUKUBRTDAYA,15,0,0
Dec,3.1,24,MALUT,5,0,3
Dec,2.4,17,JABAR,13,0,3
Jan,3.6,10,PAPUABRT,20,1,1
Jan,2.6,164,SUMUT,9,0,0
Jan,4.5,182,MALUKUTENGAH,16,0,0
Jan,3.2,10,JABAR,13,2,4
Jan,5.0,11,MALUT,5,1,2
Jan,3.2,19,MALUKU,1,2,3
Jan,3.1,37,NTT,4,0,0
Jan,3.5,75,NTB,14,0,0
Jan,4.0,10,ACEHTENGAH,41,1,1
Jan,3.7,11,PAPUA,2,2,1
Jan,3.2,10,SULTENG,12,2,4
Jan,2.7,10,SULTENG,12,2,4
Jan,3.1,14,GORONTALO,7,2,4
Jan,3.3,10,BENGKULU,28,2,1
Jan,4.1,15,SUMUT,9,2,4
Jan,3.1,10,NTT,4,2,4
Jan,3.3,10,NTT,4,2,1
Jan,3.0,10,SUMUT,9,2,4
Jan,4.7,191,MALUKUBRTDAYA,15,0,0
Jan,3.2,10,MALUKUTENGAH,16,2,4
Jan,3.3,10,SULTENG,12,2,1
Jan,2.1,16,MALUKUTENGAH,16,0,3
Jan,2.3,10,NTB,14,2,4
Jan,3.6,134,PAPUA,2,0,0
Jan,5.1,106,SULUT,3,0,0
Jan,3.3,200,MALUT,5,0,0
Jan,4.7,190,SULUT,3,0,0
Jan,3.4,10,JABAR,13,2,1
Jan,4.1,28,NTT,4,0,3
Jan,2.9,129,GORONTALO,7,0,0
Jan,3.6,10,NTT,4,1,1
Jan,3.0,15,NTT,4,2,3
Jan,3.9,10,LAMPUNG,10,1,1
Jan,3.1,10,SULSEL,6,2,4
Jan,3.0,28,BENGKULUSELATAN,39,0,3
Jan,5.3,121,PNG,47,0,0
Jan,5.2,121,PAPUA,2,0,0
Jan,3.4,14,LAMPUNG,10,2,4
Jan,3.6,10,PAPUABRT,20,1,1
Jan,3.4,30,MALUT,5,0,3
Jan,3.5,10,PAPUA,2,1,1
Jan,3.8,10,JAMBI,38,1,1
Jan,3.0,55,JABAR,13,0,0
Jan,3.4,11,NTB,14,2,4
Jan,4.3,10,SULUT,3,1,2
Jan,2.5,59,SUMUT,9,0,0
Jan,3.8,10,MALUKU,1,1,1
Jan,2.4,10,SUMBAR,21,2,4
Jan,3.0,55,GORONTALO,7,0,0
Jan,2.8,10,SULSEL,6,2,4
Jan,2.2,16,JABAR,13,0,3
Jan,4.0,187,MALUT,5,0,0
Jan,3.0,125,GORONTALO,7,0,0
Jan,3.1,10,BANTEN,17,2,4
Jan,2.3,424,GORONTALO,7,0,0
Jan,4.5,10,MALUT,5,1,2
Jan,4.7,159,SULUT,3,0,0
Jan,4.2,10,SUMBAR,21,1,1
Jan,4.9,122,NTB,14,0,0
Jan,5.7,10,PAPUA,2,1,2
Jan,3.2,10,PAPUABRT,20,2,4
Jan,3.1,10,NTT,4,2,4
Jan,3.9,10,NTT,4,1,1
Jan,3.5,10,NTT,4,1,1
Jan,4.6,10,PAPUA,2,1,2
Jan,2.8,10,NTT,4,2,4
Jan,3.4,11,NTT,4,2,4
Jan,3.7,24,BANTEN,17,0,3
Jan,3.1,92,BALI,24,0,0
Jan,4.8,100,BALI,24,0,0
Jan,3.7,10,NTT,4,1,1
Jan,2.7,14,NTT,4,2,3
Jan,3.3,10,NTT,4,2,1
Jan,3.1,10,NTT,4,2,4
Jan,3.1,15,NTT,4,2,3
